ship,stw,wind_speed,wind_direction,power_without_wing,power_with_wing,id
FR35-2-Handymax-v2-Opt,12,1,130,3091,3091,430343
FR35-2-Handymax-v2-Opt,12,1,135,3089.7,3089.7,430344
FR35-2-Handymax-v2-Opt,12,6,50,3192.07,3139.77,430697
FR35-2-Handymax-v2-Opt,12,6,55,3182.6,3122.11,430698
FR35-2-Handymax-v2-Opt,12,6,60,3172.71,3104.16,430699
FR35-2-Handymax-v2-Opt,12,6,65,3162.57,3086.26,430700
FR35-2-Handymax-v2-Opt,12,6,70,3152.31,3068.83,430701
FR35-2-Handymax-v2-Opt,12,6,75,3142.06,3052.33,430702
FR35-2-Handymax-v2-Opt,12,6,80,3131.93,3037.17,430703
FR35-2-Handymax-v2-Opt,12,6,85,3122.02,3023.68,430704
FR35-2-Handymax-v2-Opt,12,6,90,3112.39,3012.09,430705
FR35-2-Handymax-v2-Opt,12,6,95,3103.12,3002.54,430706
FR35-2-Handymax-v2-Opt,12,6,100,3094.25,2995.1,430707
FR35-2-Handymax-v2-Opt,12,6,105,3085.81,2989.75,430708
FR35-2-Handymax-v2-Opt,12,6,110,3077.81,2986.41,430709
FR35-2-Handymax-v2-Opt,12,6,115,3070.28,2984.94,430710
FR35-2-Handymax-v2-Opt,12,6,120,3063.23,2985.15,430711
FR35-2-Handymax-v2-Opt,12,6,125,3056.68,2986.81,430712
FR35-2-Handymax-v2-Opt,12,6,130,3050.68,2989.69,430713
FR35-2-Handymax-v2-Opt,12,6,135,3045.25,2993.53,430714
FR35-2-Handymax-v2-Opt,12,6,140,3040.43,2998.07,430715
FR35-2-Handymax-v2-Opt,12,6,145,3036.26,3002.99,430716
FR35-2-Handymax-v2-Opt,12,6,150,3032.73,3007.98,430717
FR35-2-Handymax-v2-Opt,12,6,155,3029.82,3012.63,430718
FR35-2-Handymax-v2-Opt,12,6,160,3027.5,3016.51,430719
FR35-2-Handymax-v2-Opt,12,6,165,3025.66,3019.41,430720
FR35-2-Handymax-v2-Opt,12,6,170,3024.16,3021.45,430721
FR35-2-Handymax-v2-Opt,12,6,175,3022.79,3022.79,430722
FR35-2-Handymax-v2-Opt,12,6,180,3021.27,3021.27,430723
FR35-2-Handymax-v2-Opt,12,6.5,0,3238.19,3238.19,430724
FR35-2-Handymax-v2-Opt,12,6.5,5,3242.71,3242.71,430725
FR35-2-Handymax-v2-Opt,12,6.5,10,3245,3245,430726
FR35-2-Handymax-v2-Opt,12,6.5,15,3245.16,3245.16,430727
FR35-2-Handymax-v2-Opt,12,6.5,20,3243.31,3237.29,430728
FR35-2-Handymax-v2-Opt,12,6.5,25,3239.63,3224.71,430729
FR35-2-Handymax-v2-Opt,12,6.5,30,3234.3,3210.44,430730
FR35-2-Handymax-v2-Opt,12,6.5,35,3227.51,3194.56,430731
FR35-2-Handymax-v2-Opt,12,6.5,40,3219.49,3177.22,430732
FR35-2-Handymax-v2-Opt,12,6.5,45,3210.44,3158.62,430733
FR35-2-Handymax-v2-Opt,12,6.5,50,3200.58,3139.01,430734
FR35-2-Handymax-v2-Opt,12,6.5,55,3190.11,3118.68,430735
FR35-2-Handymax-v2-Opt,12,6.5,60,3179.24,3097.99,430736
FR35-2-Handymax-v2-Opt,12,6.5,65,3168.13,3077.39,430737
FR35-2-Handymax-v2-Opt,12,6.5,70,3156.95,3057.48,430738
FR35-2-Handymax-v2-Opt,12,6.5,75,3145.83,3038.81,430739
FR35-2-Handymax-v2-Opt,12,6.5,80,3134.9,3021.84,430740
FR35-2-Handymax-v2-Opt,12,6.5,85,3124.26,3006.93,430741
FR35-2-Handymax-v2-Opt,12,6.5,90,3113.99,2994.33,430742
FR35-2-Handymax-v2-Opt,12,6.5,95,3104.15,2984.18,430743
FR35-2-Handymax-v2-Opt,12,6.5,100,3094.76,2976.52,430744
FR35-2-Handymax-v2-Opt,12,6.5,105,3085.83,2971.3,430745
FR35-2-Handymax-v2-Opt,12,6.5,110,3077.35,2968.37,430746
FR35-2-Handymax-v2-Opt,12,6.5,115,3069.34,2967.56,430747
FR35-2-Handymax-v2-Opt,12,6.5,120,3061.81,2968.64,430748
FR35-2-Handymax-v2-Opt,12,6.5,125,3054.79,2971.33,430749
FR35-2-Handymax-v2-Opt,12,6.5,130,3048.32,2975.36,430750
FR35-2-Handymax-v2-Opt,12,6.5,135,3042.43,2980.42,430751
FR35-2-Handymax-v2-Opt,12,6.5,140,3037.16,2986.19,430752
FR35-2-Handymax-v2-Opt,12,6.5,145,3032.57,2992.39,430753
FR35-2-Handymax-v2-Opt,12,6.5,150,3028.73,2998.71,430754
FR35-2-Handymax-v2-Opt,12,6.5,155,3025.62,3004.75,430755
FR35-2-Handymax-v2-Opt,12,6.5,160,3023.19,3010.01,430756
FR35-2-Handymax-v2-Opt,12,6.5,165,3021.34,3013.98,430757
FR35-2-Handymax-v2-Opt,12,6.5,170,3019.91,3016.63,430758
FR35-2-Handymax-v2-Opt,12,6.5,175,3018.65,3018.35,430759
FR35-2-Handymax-v2-Opt,12,6.5,180,3017.2,3017.2,430760
FR35-2-Handymax-v2-Opt,12,7,0,3251.47,3251.47,430761
FR35-2-Handymax-v2-Opt,12,7,5,3256.45,3256.45,430762
FR35-2-Handymax-v2-Opt,12,7,10,3258.91,3258.91,430763
FR35-2-Handymax-v2-Opt,12,7,15,3258.99,3258.99,430764
FR35-2-Handymax-v2-Opt,12,7,20,3256.84,3248.81,430765
FR35-2-Handymax-v2-Opt,12,7,25,3252.66,3234.7,430766
FR35-2-Handymax-v2-Opt,12,7,30,3246.65,3218.64,430767
FR35-2-Handymax-v2-Opt,12,7,35,3239.07,3200.72,430768
FR35-2-Handymax-v2-Opt,12,7,40,3230.14,3181.07,430769
FR35-2-Handymax-v2-Opt,12,7,45,3220.13,3159.93,430770
FR35-2-Handymax-v2-Opt,12,7,50,3209.26,3137.57,430771
FR35-2-Handymax-v2-Opt,12,7,55,3197.79,3114.34,430772
FR35-2-Handymax-v2-Opt,12,7,60,3185.92,3090.67,430773
FR35-2-Handymax-v2-Opt,12,7,65,3173.86,3067.25,430774
FR35-2-Handymax-v2-Opt,12,7,70,3161.79,3044.8,430775
FR35-2-Handymax-v2-Opt,12,7,75,3149.84,3023.95,430776
FR35-2-Handymax-v2-Opt,12,7,80,3138.17,3005.2,430777
FR35-2-Handymax-v2-Opt,12,7,85,3126.9,2988.94,430778
FR35-2-Handymax-v2-Opt,12,7,90,3116.09,2975.45,430779
FR35-2-Handymax-v2-Opt,12,7,95,3105.77,2964.83,430780
FR35-2-Handymax-v2-Opt,12,7,100,3095.9,2957.06,430781
FR35-2-Handymax-v2-Opt,12,4.5,170,3038.71,3038.17,430610
FR35-2-Handymax-v2-Opt,12,4.5,175,3037.16,3037.16,430611
FR35-2-Handymax-v2-Opt,12,4.5,180,3035.61,3035.61,430612
FR35-2-Handymax-v2-Opt,12,5,0,3200.47,3200.47,430613
FR35-2-Handymax-v2-Opt,12,5,5,3203.72,3203.72,430614
FR35-2-Handymax-v2-Opt,12,5,10,3205.49,3205.49,430615
FR35-2-Handymax-v2-Opt,12,5,15,3205.81,3205.81,430616
FR35-2-Handymax-v2-Opt,12,5,20,3204.76,3204.25,430617
FR35-2-Handymax-v2-Opt,12,5,25,3202.43,3195.7,430618
FR35-2-Handymax-v2-Opt,12,5,30,3198.91,3186.12,430619
FR35-2-Handymax-v2-Opt,12,5,35,3194.34,3175.58,430620
FR35-2-Handymax-v2-Opt,12,5,40,3188.83,3164.19,430621
FR35-2-Handymax-v2-Opt,12,5,45,3182.52,3152.07,430622
FR35-2-Handymax-v2-Opt,12,5,50,3175.54,3139.4,430623
FR35-2-Handymax-v2-Opt,12,5,55,3168.02,3126.35,430624
FR35-2-Handymax-v2-Opt,12,5,60,3160.1,3113.15,430625
FR35-2-Handymax-v2-Opt,12,5,65,3151.89,3100.01,430626
FR35-2-Handymax-v2-Opt,12,5,70,3143.52,3087.16,430627
FR35-2-Handymax-v2-Opt,12,5,75,3135.08,3074.85,430628
FR35-2-Handymax-v2-Opt,12,5,80,3126.66,3063.3,430629
FR35-2-Handymax-v2-Opt,12,5,85,3118.35,3052.75,430630
FR35-2-Handymax-v2-Opt,12,5,90,3110.22,3043.41,430631
FR35-2-Handymax-v2-Opt,12,5,95,3102.34,3035.41,430632
FR35-2-Handymax-v2-Opt,12,5,100,3094.74,3028.82,430633
FR35-2-Handymax-v2-Opt,12,5,105,3087.48,3023.68,430634
FR35-2-Handymax-v2-Opt,12,5,110,3080.59,3019.96,430635
FR35-2-Handymax-v2-Opt,12,5,115,3074.1,3017.59,430636
FR35-2-Handymax-v2-Opt,12,5,120,3068.05,3016.45,430637
FR35-2-Handymax-v2-Opt,12,5,125,3062.46,3016.42,430638
FR35-2-Handymax-v2-Opt,12,5,130,3057.34,3017.3,430639
FR35-2-Handymax-v2-Opt,12,5,135,3052.72,3018.9,430640
FR35-2-Handymax-v2-Opt,12,5,140,3048.61,3021,430641
FR35-2-Handymax-v2-Opt,12,5,145,3045.01,3023.34,430642
FR35-2-Handymax-v2-Opt,12,5,150,3041.91,3025.65,430643
FR35-2-Handymax-v2-Opt,12,5,155,3039.28,3027.74,430644
FR35-2-Handymax-v2-Opt,12,5,160,3037.06,3029.52,430645
FR35-2-Handymax-v2-Opt,12,5,165,3035.2,3030.99,430646
FR35-2-Handymax-v2-Opt,12,5,170,3033.57,3032.21,430647
FR35-2-Handymax-v2-Opt,12,5,175,3032.05,3032.05,430648
FR35-2-Handymax-v2-Opt,12,5,180,3030.48,3030.48,430649
FR35-2-Handymax-v2-Opt,12,5.5,0,3212.69,3212.69,430650
FR35-2-Handymax-v2-Opt,12,5.5,5,3216.35,3216.35,430651
FR35-2-Handymax-v2-Opt,12,5.5,10,3218.29,3218.29,430652
FR35-2-Handymax-v2-Opt,12,5.5,15,3218.57,3218.57,430653
FR35-2-Handymax-v2-Opt,12,5.5,20,3217.27,3215.01,430654
FR35-2-Handymax-v2-Opt,12,5.5,25,3214.52,3205.21,430655
FR35-2-Handymax-v2-Opt,12,5.5,30,3210.43,3194.17,430656
FR35-2-Handymax-v2-Opt,12,5.5,35,3205.16,3181.99,430657
FR35-2-Handymax-v2-Opt,12,5.5,40,3198.84,3168.77,430658
FR35-2-Handymax-v2-Opt,12,5.5,45,3191.64,3154.67,430659
FR35-2-Handymax-v2-Opt,12,5.5,50,3183.73,3139.89,430660
FR35-2-Handymax-v2-Opt,12,5.5,55,3175.24,3124.65,430661
FR35-2-Handymax-v2-Opt,12,5.5,60,3166.34,3109.2,430662
FR35-2-Handymax-v2-Opt,12,5.5,65,3157.17,3093.8,430663
FR35-2-Handymax-v2-Opt,12,5.5,70,3147.84,3078.75,430664
FR35-2-Handymax-v2-Opt,12,5.5,75,3138.49,3064.38,430665
FR35-2-Handymax-v2-Opt,12,5.5,80,3129.2,3051.04,430666
FR35-2-Handymax-v2-Opt,12,5.5,85,3120.08,3039.01,430667
FR35-2-Handymax-v2-Opt,12,5.5,90,3111.18,3028.52,430668
FR35-2-Handymax-v2-Opt,12,5.5,95,3102.57,3019.7,430669
FR35-2-Handymax-v2-Opt,12,5.5,100,3094.3,3012.63,430670
FR35-2-Handymax-v2-Opt,12,5.5,105,3086.41,3007.31,430671
FR35-2-Handymax-v2-Opt,12,5.5,110,3078.94,3003.71,430672
FR35-2-Handymax-v2-Opt,12,5.5,115,3071.92,3001.72,430673
FR35-2-Handymax-v2-Opt,12,5.5,120,3065.36,3001.19,430674
FR35-2-Handymax-v2-Opt,12,5.5,125,3059.29,3001.95,430675
FR35-2-Handymax-v2-Opt,12,5.5,130,3053.75,3003.79,430676
FR35-2-Handymax-v2-Opt,12,5.5,135,3048.75,3006.49,430677
FR35-2-Handymax-v2-Opt,12,5.5,140,3044.31,3009.79,430678
FR35-2-Handymax-v2-Opt,12,5.5,145,3040.45,3013.41,430679
FR35-2-Handymax-v2-Opt,12,5.5,150,3037.15,3017.03,430680
FR35-2-Handymax-v2-Opt,12,5.5,155,3034.4,3020.29,430681
FR35-2-Handymax-v2-Opt,12,5.5,160,3032.14,3022.98,430682
FR35-2-Handymax-v2-Opt,12,5.5,165,3030.29,3025.06,430683
FR35-2-Handymax-v2-Opt,12,5.5,170,3028.71,3026.64,430684
FR35-2-Handymax-v2-Opt,12,5.5,175,3027.25,3027.25,430685
FR35-2-Handymax-v2-Opt,12,5.5,180,3025.7,3025.7,430686
FR35-2-Handymax-v2-Opt,12,6,0,3225.27,3225.27,430687
FR35-2-Handymax-v2-Opt,12,6,5,3229.35,3229.35,430688
FR35-2-Handymax-v2-Opt,12,6,10,3231.46,3231.46,430689
FR35-2-Handymax-v2-Opt,12,6,15,3231.68,3231.68,430690
FR35-2-Handymax-v2-Opt,12,6,20,3230.13,3226.03,430691
FR35-2-Handymax-v2-Opt,12,6,25,3226.92,3214.88,430692
FR35-2-Handymax-v2-Opt,12,6,30,3222.23,3202.28,430693
FR35-2-Handymax-v2-Opt,12,6,35,3216.21,3188.32,430694
FR35-2-Handymax-v2-Opt,12,6,40,3209.06,3173.12,430695
FR35-2-Handymax-v2-Opt,12,6,45,3200.95,3156.87,430696
FR35-2-Handymax-v2-Opt,12,10.5,145,3011.16,2909.44,431049
FR35-2-Handymax-v2-Opt,12,7,105,3086.46,2952.03,430782
FR35-2-Handymax-v2-Opt,12,7,110,3077.46,2949.6,430783
FR35-2-Handymax-v2-Opt,12,7,115,3068.94,2949.55,430784
FR35-2-Handymax-v2-Opt,12,7,120,3060.92,2951.61,430785
FR35-2-Handymax-v2-Opt,12,7,125,3053.45,2955.48,430786
FR35-2-Handymax-v2-Opt,12,7,130,3046.55,2960.82,430787
FR35-2-Handymax-v2-Opt,12,7,135,3040.25,2967.25,430788
FR35-2-Handymax-v2-Opt,12,7,140,3034.58,2974.41,430789
FR35-2-Handymax-v2-Opt,12,7,145,3029.57,2981.94,430790
FR35-2-Handymax-v2-Opt,12,7,150,3025.29,2989.51,430791
FR35-2-Handymax-v2-Opt,12,7,155,3021.85,2996.82,430792
FR35-2-Handymax-v2-Opt,12,7,160,3019.24,3003.44,430793
FR35-2-Handymax-v2-Opt,12,7,165,3017.35,3008.7,430794
FR35-2-Handymax-v2-Opt,12,7,170,3015.98,3012.14,430795
FR35-2-Handymax-v2-Opt,12,7,175,3014.84,3014.16,430796
FR35-2-Handymax-v2-Opt,12,7,180,3013.48,3013.48,430797
FR35-2-Handymax-v2-Opt,12,7.5,0,3265.11,3265.11,430798
FR35-2-Handymax-v2-Opt,12,7.5,5,3270.55,3270.55,430799
FR35-2-Handymax-v2-Opt,12,7.5,10,3273.19,3273.19,430800
FR35-2-Handymax-v2-Opt,12,7.5,15,3273.18,3273.18,430801
FR35-2-Handymax-v2-Opt,12,7.5,20,3270.71,3260.57,430802
FR35-2-Handymax-v2-Opt,12,7.5,25,3265.99,3244.85,430803
FR35-2-Handymax-v2-Opt,12,7.5,30,3259.29,3226.89,430804
FR35-2-Handymax-v2-Opt,12,7.5,35,3250.87,3206.77,430805
FR35-2-Handymax-v2-Opt,12,7.5,40,3241.02,3184.65,430806
FR35-2-Handymax-v2-Opt,12,7.5,45,3230.02,3160.77,430807
FR35-2-Handymax-v2-Opt,12,7.5,50,3218.14,3135.44,430808
FR35-2-Handymax-v2-Opt,12,7.5,55,3205.65,3109.04,430809
FR35-2-Handymax-v2-Opt,12,7.5,60,3192.8,3082.24,430810
FR35-2-Handymax-v2-Opt,12,7.5,65,3179.81,3055.92,430811
FR35-2-Handymax-v2-Opt,12,7.5,70,3166.86,3030.89,430812
FR35-2-Handymax-v2-Opt,12,7.5,75,3154.15,3007.85,430813
FR35-2-Handymax-v2-Opt,12,7.5,80,3141.84,2987.37,430814
FR35-2-Handymax-v2-Opt,12,7.5,85,3130.04,2969.87,430815
FR35-2-Handymax-v2-Opt,12,7.5,90,3118.76,2955.57,430816
FR35-2-Handymax-v2-Opt,12,7.5,95,3107.92,2944.51,430817
FR35-2-Handymax-v2-Opt,12,7.5,100,3097.5,2936.64,430818
FR35-2-Handymax-v2-Opt,12,7.5,105,3087.49,2931.87,430819
FR35-2-Handymax-v2-Opt,12,7.5,110,3077.93,2930,430820
FR35-2-Handymax-v2-Opt,12,7.5,115,3068.85,2930.79,430821
FR35-2-Handymax-v2-Opt,12,7.5,120,3060.31,2933.95,430822
FR35-2-Handymax-v2-Opt,12,7.5,125,3052.37,2939.13,430823
FR35-2-Handymax-v2-Opt,12,7.5,130,3045.06,2945.91,430824
FR35-2-Handymax-v2-Opt,12,7.5,135,3038.41,2953.9,430825
FR35-2-Handymax-v2-Opt,12,7.5,140,3032.43,2962.63,430826
FR35-2-Handymax-v2-Opt,12,7.5,145,3027.12,2971.67,430827
FR35-2-Handymax-v2-Opt,12,7.5,150,3022.51,2980.62,430828
FR35-2-Handymax-v2-Opt,12,7.5,155,3018.66,2989.13,430829
FR35-2-Handymax-v2-Opt,12,7.5,160,3015.73,2996.93,430830
FR35-2-Handymax-v2-Opt,12,7.5,165,3013.72,3003.49,430831
FR35-2-Handymax-v2-Opt,12,7.5,170,3012.37,3007.96,430832
FR35-2-Handymax-v2-Opt,12,7.5,175,3011.35,3010.37,430833
FR35-2-Handymax-v2-Opt,12,7.5,180,3010.11,3010.11,430834
FR35-2-Handymax-v2-Opt,12,8,0,3279.1,3279.1,430835
FR35-2-Handymax-v2-Opt,12,8,5,3285.03,3285.03,430836
FR35-2-Handymax-v2-Opt,12,8,10,3287.85,3287.85,430837
FR35-2-Handymax-v2-Opt,12,8,15,3287.73,3287.47,430838
FR35-2-Handymax-v2-Opt,12,8,20,3284.91,3272.59,430839
FR35-2-Handymax-v2-Opt,12,8,25,3279.64,3255.17,430840
FR35-2-Handymax-v2-Opt,12,8,30,3272.21,3235.19,430841
FR35-2-Handymax-v2-Opt,12,8,35,3262.94,3212.73,430842
FR35-2-Handymax-v2-Opt,12,8,40,3252.13,3187.95,430843
FR35-2-Handymax-v2-Opt,12,8,45,3240.12,3161.12,430844
FR35-2-Handymax-v2-Opt,12,8,50,3227.22,3132.58,430845
FR35-2-Handymax-v2-Opt,12,8,55,3213.71,3102.81,430846
FR35-2-Handymax-v2-Opt,12,8,60,3199.88,3072.77,430847
FR35-2-Handymax-v2-Opt,12,8,65,3185.98,3043.47,430848
FR35-2-Handymax-v2-Opt,12,8,70,3172.21,3015.82,430849
FR35-2-Handymax-v2-Opt,12,8,75,3158.83,2990.62,430850
FR35-2-Handymax-v2-Opt,12,8,80,3145.98,2968.49,430851
FR35-2-Handymax-v2-Opt,12,8,85,3133.71,2949.79,430852
FR35-2-Handymax-v2-Opt,12,8,90,3121.89,2934.67,430853
FR35-2-Handymax-v2-Opt,12,8,95,3110.47,2923.15,430854
FR35-2-Handymax-v2-Opt,12,8,100,3099.41,2915.21,430855
FR35-2-Handymax-v2-Opt,12,8,105,3088.75,2910.71,430856
FR35-2-Handymax-v2-Opt,12,8,110,3078.53,2909.45,430857
FR35-2-Handymax-v2-Opt,12,8,115,3068.83,2911.18,430858
FR35-2-Handymax-v2-Opt,12,8,120,3059.72,2915.53,430859
FR35-2-Handymax-v2-Opt,12,8,125,3051.27,2922.13,430860
FR35-2-Handymax-v2-Opt,12,8,130,3043.56,2930.51,430861
FR35-2-Handymax-v2-Opt,12,8,135,3036.6,2940.2,430862
FR35-2-Handymax-v2-Opt,12,8,140,3030.4,2950.68,430863
FR35-2-Handymax-v2-Opt,12,8,145,3024.93,2961.43,430864
FR35-2-Handymax-v2-Opt,12,8,150,3020.16,2971.97,430865
FR35-2-Handymax-v2-Opt,12,8,155,3016.08,2981.85,430866
FR35-2-Handymax-v2-Opt,12,8,160,3012.77,2990.74,430867
FR35-2-Handymax-v2-Opt,12,8,165,3010.49,2998.39,430868
FR35-2-Handymax-v2-Opt,12,8,170,3009.11,3004.03,430869
FR35-2-Handymax-v2-Opt,12,8,175,3008.21,3006.98,430870
FR35-2-Handymax-v2-Opt,12,8,180,3007.1,3007.1,430871
FR35-2-Handymax-v2-Opt,12,8.5,0,3293.44,3293.44,430872
FR35-2-Handymax-v2-Opt,12,8.5,5,3299.87,3299.87,430873
FR35-2-Handymax-v2-Opt,12,8.5,10,3302.87,3302.87,430874
FR35-2-Handymax-v2-Opt,12,8.5,15,3302.65,3301.21,430875
FR35-2-Handymax-v2-Opt,12,8.5,20,3299.46,3284.86,430876
FR35-2-Handymax-v2-Opt,12,8.5,25,3293.61,3265.64,430877
FR35-2-Handymax-v2-Opt,12,8.5,30,3285.43,3243.52,430878
FR35-2-Handymax-v2-Opt,12,8.5,35,3275.26,3218.58,430879
FR35-2-Handymax-v2-Opt,12,8.5,40,3263.48,3190.97,430880
FR35-2-Handymax-v2-Opt,12,8.5,45,3250.44,3160.98,430881
FR35-2-Handymax-v2-Opt,12,8.5,50,3236.5,3128.98,430882
FR35-2-Handymax-v2-Opt,12,8.5,55,3221.98,3095.69,430883
FR35-2-Handymax-v2-Opt,12,8.5,60,3207.19,3062.3,430884
FR35-2-Handymax-v2-Opt,12,8.5,65,3192.4,3029.96,430885
FR35-2-Handymax-v2-Opt,12,8.5,70,3177.89,2999.69,430886
FR35-2-Handymax-v2-Opt,12,8.5,75,3163.93,2972.37,430887
FR35-2-Handymax-v2-Opt,12,8.5,80,3150.61,2948.6,430888
FR35-2-Handymax-v2-Opt,12,8.5,85,3137.8,2928.66,430889
FR35-2-Handymax-v2-Opt,12,8.5,90,3125.37,2912.67,430890
FR35-2-Handymax-v2-Opt,12,8.5,95,3113.27,2900.69,430891
FR35-2-Handymax-v2-Opt,12,8.5,100,3101.48,2892.67,430892
FR35-2-Handymax-v2-Opt,12,8.5,105,3090.06,2888.47,430893
FR35-2-Handymax-v2-Opt,12,8.5,110,3079.08,2887.88,430894
FR35-2-Handymax-v2-Opt,12,8.5,115,3068.65,2890.59,430895
FR35-2-Handymax-v2-Opt,12,8.5,120,3058.89,2896.23,430896
FR35-2-Handymax-v2-Opt,12,8.5,125,3049.9,2904.35,430897
FR35-2-Handymax-v2-Opt,12,8.5,130,3041.76,2914.46,430898
FR35-2-Handymax-v2-Opt,12,8.5,135,3034.51,2926,430899
FR35-2-Handymax-v2-Opt,12,8.5,140,3028.17,2938.4,430900
FR35-2-Handymax-v2-Opt,12,8.5,145,3022.67,2951.06,430901
FR35-2-Handymax-v2-Opt,12,8.5,150,3017.92,2963.4,430902
FR35-2-Handymax-v2-Opt,12,8.5,155,3013.83,2974.87,430903
FR35-2-Handymax-v2-Opt,12,8.5,160,3010.38,2985.02,430904
FR35-2-Handymax-v2-Opt,12,8.5,165,3007.74,2993.6,430905
FR35-2-Handymax-v2-Opt,12,8.5,170,3006.22,3000.3,430906
FR35-2-Handymax-v2-Opt,12,8.5,175,3005.39,3003.97,430907
FR35-2-Handymax-v2-Opt,12,8.5,180,3004.45,3004.45,430908
FR35-2-Handymax-v2-Opt,12,9,0,3308.14,3308.14,430909
FR35-2-Handymax-v2-Opt,12,9,5,3315.08,3315.08,430910
FR35-2-Handymax-v2-Opt,12,9,10,3318.26,3318.26,430911
FR35-2-Handymax-v2-Opt,12,9,15,3317.92,3315.27,430912
FR35-2-Handymax-v2-Opt,12,9,20,3314.35,3297.38,430913
FR35-2-Handymax-v2-Opt,12,9,25,3307.89,3276.27,430914
FR35-2-Handymax-v2-Opt,12,9,30,3298.93,3251.9,430915
FR35-2-Handymax-v2-Opt,12,9,35,3287.85,3224.31,430916
FR35-2-Handymax-v2-Opt,12,9,40,3275.07,3193.7,430917
FR35-2-Handymax-v2-Opt,12,9,45,3260.99,3160.33,430918
FR35-2-Handymax-v2-Opt,12,9,50,3246,3124.66,430919
FR35-2-Handymax-v2-Opt,12,9,55,3230.47,3087.71,430920
FR35-2-Handymax-v2-Opt,12,9,60,3214.73,3050.88,430921
FR35-2-Handymax-v2-Opt,12,9,65,3199.11,3015.46,430922
FR35-2-Handymax-v2-Opt,12,9,70,3183.95,2982.57,430923
FR35-2-Handymax-v2-Opt,12,9,75,3169.49,2953.14,430924
FR35-2-Handymax-v2-Opt,12,9,80,3155.65,2927.68,430925
FR35-2-Handymax-v2-Opt,12,9,85,3142.23,2906.43,430926
FR35-2-Handymax-v2-Opt,12,9,90,3129.1,2889.54,430927
FR35-2-Handymax-v2-Opt,12,9,95,3116.2,2877.07,430928
FR35-2-Handymax-v2-Opt,12,9,100,3103.56,2868.96,430929
FR35-2-Handymax-v2-Opt,12,9,105,3091.25,2865.08,430930
FR35-2-Handymax-v2-Opt,12,9,110,3079.39,2865.18,430931
FR35-2-Handymax-v2-Opt,12,9,115,3068.12,2868.93,430932
FR35-2-Handymax-v2-Opt,12,9,120,3057.6,2875.93,430933
FR35-2-Handymax-v2-Opt,12,9,125,3048,2885.7,430934
FR35-2-Handymax-v2-Opt,12,9,130,3039.42,2897.67,430935
FR35-2-Handymax-v2-Opt,12,9,135,3031.92,2911.23,430936
FR35-2-Handymax-v2-Opt,12,9,140,3025.47,2925.7,430937
FR35-2-Handymax-v2-Opt,12,9,145,3020.01,2940.41,430938
FR35-2-Handymax-v2-Opt,12,9,150,3015.43,2954.72,430939
FR35-2-Handymax-v2-Opt,12,9,155,3011.6,2968,430940
FR35-2-Handymax-v2-Opt,12,9,160,3008.31,2979.67,430941
FR35-2-Handymax-v2-Opt,12,9,165,3005.56,2989.31,430942
FR35-2-Handymax-v2-Opt,12,9,170,3003.73,2996.79,430943
FR35-2-Handymax-v2-Opt,12,9,175,3002.93,3001.32,430944
FR35-2-Handymax-v2-Opt,12,9,180,3002.14,3002.14,430945
FR35-2-Handymax-v2-Opt,12,9.5,0,3323.19,3323.19,430946
FR35-2-Handymax-v2-Opt,12,9.5,5,3330.67,3330.67,430947
FR35-2-Handymax-v2-Opt,12,9.5,10,3334.03,3334.03,430948
FR35-2-Handymax-v2-Opt,12,9.5,15,3333.55,3329.66,430949
FR35-2-Handymax-v2-Opt,12,9.5,20,3329.58,3310.15,430950
FR35-2-Handymax-v2-Opt,12,9.5,25,3322.49,3287.06,430951
FR35-2-Handymax-v2-Opt,12,9.5,30,3312.72,3260.31,430952
FR35-2-Handymax-v2-Opt,12,9.5,35,3300.7,3229.94,430953
FR35-2-Handymax-v2-Opt,12,9.5,40,3286.9,3196.12,430954
FR35-2-Handymax-v2-Opt,12,9.5,45,3271.76,3159.16,430955
FR35-2-Handymax-v2-Opt,12,9.5,50,3255.72,3119.63,430956
FR35-2-Handymax-v2-Opt,12,9.5,55,3239.18,3078.91,430957
FR35-2-Handymax-v2-Opt,12,9.5,60,3222.52,3038.57,430958
FR35-2-Handymax-v2-Opt,12,9.5,65,3206.14,3000.02,430959
FR35-2-Handymax-v2-Opt,12,9.5,70,3190.42,2964.51,430960
FR35-2-Handymax-v2-Opt,12,9.5,75,3175.47,2932.93,430961
FR35-2-Handymax-v2-Opt,12,9.5,80,3161.04,2905.7,430962
FR35-2-Handymax-v2-Opt,12,9.5,85,3146.92,2883.08,430963
FR35-2-Handymax-v2-Opt,12,9.5,90,3132.97,2865.23,430964
FR35-2-Handymax-v2-Opt,12,9.5,95,3119.16,2852.23,430965
FR35-2-Handymax-v2-Opt,12,9.5,100,3105.53,2844.03,430966
FR35-2-Handymax-v2-Opt,12,9.5,105,3092.18,2840.46,430967
FR35-2-Handymax-v2-Opt,12,9.5,110,3079.28,2841.28,430968
FR35-2-Handymax-v2-Opt,12,10.5,150,3007.11,2930.04,431050
FR35-2-Handymax-v2-Opt,12,10.5,155,3004.01,2948.82,431051
FR35-2-Handymax-v2-Opt,12,10.5,160,3001.7,2965.17,431052
FR35-2-Handymax-v2-Opt,12,10.5,165,3000.06,2978.66,431053
FR35-2-Handymax-v2-Opt,12,10.5,170,2998.86,2988.9,431054
FR35-2-Handymax-v2-Opt,12,10.5,175,2997.76,2995.3,431055
