ship,stw,wind_speed,wind_direction,power_without_wing,power_with_wing,id
FR35-2-Handymax-v2-Opt,12,10.5,180,2997.36,2997.36,431056
FR35-2-Handymax-v2-Opt,12,11,0,3370.47,3370.47,431057
FR35-2-Handymax-v2-Opt,12,11,5,3379.63,3379.63,431058
FR35-2-Handymax-v2-Opt,12,11,10,3383.54,3383.54,431059
FR35-2-Handymax-v2-Opt,12,11,15,3382.61,3374.78,431060
FR35-2-Handymax-v2-Opt,12,11,20,3377.32,3350.01,431061
FR35-2-Handymax-v2-Opt,12,11,25,3368.2,3320.41,431062
FR35-2-Handymax-v2-Opt,12,11,30,3355.85,3285.79,431063
FR35-2-Handymax-v2-Opt,12,11,35,3340.88,3246.13,431064
FR35-2-Handymax-v2-Opt,12,11,40,3323.89,3201.59,431065
FR35-2-Handymax-v2-Opt,12,11,45,3305.51,3152.56,431066
FR35-2-Handymax-v2-Opt,12,11,50,3286.3,3100.61,431067
FR35-2-Handymax-v2-Opt,12,11,55,3266.82,3047.94,431068
FR35-2-Handymax-v2-Opt,12,11,60,3247.68,2996.64,431069
FR35-2-Handymax-v2-Opt,12,11,65,3229.47,2948.53,431070
FR35-2-Handymax-v2-Opt,12,11,70,3212.21,2904.84,431071
FR35-2-Handymax-v2-Opt,12,11,75,3195.41,2866.21,431072
FR35-2-Handymax-v2-Opt,12,11,80,3178.7,2833.1,431073
FR35-2-Handymax-v2-Opt,12,11,85,3161.81,2805.9,431074
FR35-2-Handymax-v2-Opt,12,11,90,3144.63,2784.83,431075
FR35-2-Handymax-v2-Opt,12,11,95,3127.15,2769.98,431076
FR35-2-Handymax-v2-Opt,12,11,100,3109.57,2761.34,431077
FR35-2-Handymax-v2-Opt,12,11,105,3092.45,2759,431078
FR35-2-Handymax-v2-Opt,12,11,110,3076.33,2762.81,431079
FR35-2-Handymax-v2-Opt,12,11,115,3061.61,2772.36,431080
FR35-2-Handymax-v2-Opt,12,11,120,3048.54,2786.97,431081
FR35-2-Handymax-v2-Opt,12,11,125,3037.26,2805.77,431082
FR35-2-Handymax-v2-Opt,12,11,130,3027.76,2827.71,431083
FR35-2-Handymax-v2-Opt,12,11,135,3019.97,2851.63,431084
FR35-2-Handymax-v2-Opt,12,11,140,3013.69,2876.29,431085
FR35-2-Handymax-v2-Opt,12,11,145,3008.73,2900.56,431086
FR35-2-Handymax-v2-Opt,12,11,150,3004.9,2923.45,431087
FR35-2-Handymax-v2-Opt,12,11,155,3002.03,2944.12,431088
FR35-2-Handymax-v2-Opt,12,11,160,2999.93,2961.92,431089
FR35-2-Handymax-v2-Opt,12,11,165,2998.48,2976.35,431090
FR35-2-Handymax-v2-Opt,12,11,170,2997.53,2987.14,431091
FR35-2-Handymax-v2-Opt,12,11,175,2996.89,2994.11,431092
FR35-2-Handymax-v2-Opt,12,11,180,2996.48,2996.48,431093
FR35-2-Handymax-v2-Opt,12,11.5,0,3386.94,3386.94,431094
FR35-2-Handymax-v2-Opt,12,11.5,5,3396.7,3396.7,431095
FR35-2-Handymax-v2-Opt,12,11.5,10,3400.79,3400.79,431096
FR35-2-Handymax-v2-Opt,12,11.5,15,3399.69,3390.48,431097
FR35-2-Handymax-v2-Opt,12,11.5,20,3393.92,3363.81,431098
FR35-2-Handymax-v2-Opt,12,11.5,25,3384.08,3331.85,431099
FR35-2-Handymax-v2-Opt,12,11.5,30,3370.82,3294.36,431100
FR35-2-Handymax-v2-Opt,12,11.5,35,3354.82,3251.29,431101
FR35-2-Handymax-v2-Opt,12,11.5,40,3336.73,3202.79,431102
FR35-2-Handymax-v2-Opt,12,11.5,45,3317.24,3149.38,431103
FR35-2-Handymax-v2-Opt,12,11.5,50,3296.99,3093.04,431104
FR35-2-Handymax-v2-Opt,12,11.5,55,3276.58,3036.2,431105
FR35-2-Handymax-v2-Opt,12,11.5,60,3256.73,2981.12,431106
FR35-2-Handymax-v2-Opt,12,11.5,65,3238,2929.71,431107
FR35-2-Handymax-v2-Opt,12,11.5,70,3220.15,2883.08,431108
FR35-2-Handymax-v2-Opt,12,11.5,75,3202.59,2841.87,431109
FR35-2-Handymax-v2-Opt,12,11.5,80,3184.91,2806.61,431110
FR35-2-Handymax-v2-Opt,12,11.5,85,3166.84,2777.71,431111
FR35-2-Handymax-v2-Opt,12,11.5,90,3148.27,2755.42,431112
FR35-2-Handymax-v2-Opt,12,11.5,95,3129.23,2739.85,431113
FR35-2-Handymax-v2-Opt,12,11.5,100,3110.19,2731.18,431114
FR35-2-Handymax-v2-Opt,12,11.5,105,3091.85,2729.57,431115
FR35-2-Handymax-v2-Opt,12,11.5,110,3074.8,2734.84,431116
FR35-2-Handymax-v2-Opt,12,11.5,115,3059.42,2746.49,431117
FR35-2-Handymax-v2-Opt,12,11.5,120,3045.98,2763.74,431118
FR35-2-Handymax-v2-Opt,12,11.5,125,3034.57,2785.58,431119
FR35-2-Handymax-v2-Opt,12,11.5,130,3025.13,2810.77,431120
FR35-2-Handymax-v2-Opt,12,11.5,135,3017.47,2837.84,431121
FR35-2-Handymax-v2-Opt,12,11.5,140,3011.38,2865.44,431122
FR35-2-Handymax-v2-Opt,12,11.5,145,3006.63,2892.36,431123
FR35-2-Handymax-v2-Opt,12,11.5,150,3003.04,2917.56,431124
FR35-2-Handymax-v2-Opt,12,11.5,155,3000.41,2940.17,431125
FR35-2-Handymax-v2-Opt,12,11.5,160,2998.57,2959.49,431126
FR35-2-Handymax-v2-Opt,12,11.5,165,2997.35,2975.01,431127
FR35-2-Handymax-v2-Opt,12,11.5,170,2996.59,2986.35,431128
FR35-2-Handymax-v2-Opt,12,11.5,175,2996.17,2993.37,431129
FR35-2-Handymax-v2-Opt,12,11.5,180,2995.95,2995.95,431130
FR35-2-Handymax-v2-Opt,12,12,0,3403.77,3403.77,431131
FR35-2-Handymax-v2-Opt,12,12,5,3414.13,3414.13,431132
FR35-2-Handymax-v2-Opt,12,12,10,3418.41,3418.41,431133
FR35-2-Handymax-v2-Opt,12,12,15,3417.12,3406.52,431134
FR35-2-Handymax-v2-Opt,12,12,20,3410.86,3377.88,431135
FR35-2-Handymax-v2-Opt,12,9.5,115,3067.05,2846.14,430969
FR35-2-Handymax-v2-Opt,12,9.5,120,3055.77,2854.66,430970
FR35-2-Handymax-v2-Opt,12,9.5,125,3045.61,2866.28,430971
FR35-2-Handymax-v2-Opt,12,9.5,130,3036.67,2880.34,430972
FR35-2-Handymax-v2-Opt,12,9.5,135,3028.95,2896.1,430973
FR35-2-Handymax-v2-Opt,12,9.5,140,3022.43,2912.8,430974
FR35-2-Handymax-v2-Opt,12,9.5,145,3017.02,2929.67,430975
FR35-2-Handymax-v2-Opt,12,9.5,150,3012.62,2946.01,430976
FR35-2-Handymax-v2-Opt,12,9.5,155,3009.08,2961.15,430977
FR35-2-Handymax-v2-Opt,12,9.5,160,3006.21,2974.5,430978
FR35-2-Handymax-v2-Opt,12,9.5,165,3003.75,2985.46,430979
FR35-2-Handymax-v2-Opt,12,9.5,170,3001.73,2993.68,430980
FR35-2-Handymax-v2-Opt,12,9.5,175,3000.81,2999.01,430981
FR35-2-Handymax-v2-Opt,12,9.5,180,3000.2,3000.2,430982
FR35-2-Handymax-v2-Opt,12,10,0,3338.6,3338.6,430983
FR35-2-Handymax-v2-Opt,12,10,5,3346.62,3346.62,430984
FR35-2-Handymax-v2-Opt,12,10,10,3350.16,3350.16,430985
FR35-2-Handymax-v2-Opt,12,10,15,3349.54,3344.37,430986
FR35-2-Handymax-v2-Opt,12,10,20,3345.15,3323.18,430987
FR35-2-Handymax-v2-Opt,12,10,25,3337.41,3298.01,430988
FR35-2-Handymax-v2-Opt,12,10,30,3326.8,3268.76,430989
FR35-2-Handymax-v2-Opt,12,10,35,3313.82,3235.45,430990
FR35-2-Handymax-v2-Opt,12,10,40,3298.98,3198.25,430991
FR35-2-Handymax-v2-Opt,12,10,45,3282.77,3157.47,430992
FR35-2-Handymax-v2-Opt,12,10,50,3265.67,3113.93,430993
FR35-2-Handymax-v2-Opt,12,10,55,3248.14,3069.33,430994
FR35-2-Handymax-v2-Opt,12,10,60,3230.6,3025.4,430995
FR35-2-Handymax-v2-Opt,12,10,65,3213.53,2983.69,430996
FR35-2-Handymax-v2-Opt,12,10,70,3197.31,2945.55,430997
FR35-2-Handymax-v2-Opt,12,10,75,3181.81,2911.72,430998
FR35-2-Handymax-v2-Opt,12,10,80,3166.72,2882.63,430999
FR35-2-Handymax-v2-Opt,12,10,85,3151.79,2858.56,431000
FR35-2-Handymax-v2-Opt,12,10,90,3136.9,2839.7,431001
FR35-2-Handymax-v2-Opt,12,10,95,3122.03,2826.14,431002
FR35-2-Handymax-v2-Opt,12,10,100,3107.25,2817.81,431003
FR35-2-Handymax-v2-Opt,12,10,105,3092.69,2814.55,431004
FR35-2-Handymax-v2-Opt,12,10,110,3078.66,2816.16,431005
FR35-2-Handymax-v2-Opt,12,10,115,3065.53,2822.34,431006
FR35-2-Handymax-v2-Opt,12,10,120,3053.56,2832.62,431007
FR35-2-Handymax-v2-Opt,12,10,125,3042.93,2846.34,431008
FR35-2-Handymax-v2-Opt,12,10,130,3033.69,2862.73,431009
FR35-2-Handymax-v2-Opt,12,10,135,3025.84,2880.93,431010
FR35-2-Handymax-v2-Opt,12,10,140,3019.31,2900.05,431011
FR35-2-Handymax-v2-Opt,12,10,145,3013.99,2919.22,431012
FR35-2-Handymax-v2-Opt,12,10,150,3009.75,2937.63,431013
FR35-2-Handymax-v2-Opt,12,10,155,3006.44,2954.59,431014
FR35-2-Handymax-v2-Opt,12,10,160,3003.9,2969.52,431015
FR35-2-Handymax-v2-Opt,12,10,165,3001.94,2981.88,431016
FR35-2-Handymax-v2-Opt,12,10,170,3000.21,2991.1,431017
FR35-2-Handymax-v2-Opt,12,10,175,2999.08,2996.99,431018
FR35-2-Handymax-v2-Opt,12,10,180,2998.6,2998.6,431019
FR35-2-Handymax-v2-Opt,12,10.5,0,3354.36,3354.36,431020
FR35-2-Handymax-v2-Opt,12,10.5,5,3362.94,3362.94,431021
FR35-2-Handymax-v2-Opt,12,10.5,10,3366.67,3366.67,431022
FR35-2-Handymax-v2-Opt,12,10.5,15,3365.9,3359.41,431023
FR35-2-Handymax-v2-Opt,12,10.5,20,3361.06,3336.47,431024
FR35-2-Handymax-v2-Opt,12,10.5,25,3352.65,3309.13,431025
FR35-2-Handymax-v2-Opt,12,10.5,30,3341.18,3277.25,431026
FR35-2-Handymax-v2-Opt,12,10.5,35,3327.21,3240.85,431027
FR35-2-Handymax-v2-Opt,12,10.5,40,3311.31,3200.07,431028
FR35-2-Handymax-v2-Opt,12,10.5,45,3294.02,3155.27,431029
FR35-2-Handymax-v2-Opt,12,10.5,50,3275.86,3107.58,431030
FR35-2-Handymax-v2-Opt,12,10.5,55,3257.35,3059,431031
FR35-2-Handymax-v2-Opt,12,10.5,60,3238.98,3011.41,431032
FR35-2-Handymax-v2-Opt,12,10.5,65,3221.3,2966.52,431033
FR35-2-Handymax-v2-Opt,12,10.5,70,3204.58,2925.66,431034
FR35-2-Handymax-v2-Opt,12,10.5,75,3188.48,2889.49,431035
FR35-2-Handymax-v2-Opt,12,10.5,80,3172.62,2858.43,431036
FR35-2-Handymax-v2-Opt,12,10.5,85,3156.77,2832.84,431037
FR35-2-Handymax-v2-Opt,12,10.5,90,3140.81,2812.91,431038
FR35-2-Handymax-v2-Opt,12,10.5,95,3124.73,2798.73,431039
FR35-2-Handymax-v2-Opt,12,10.5,100,3108.61,2790.25,431040
FR35-2-Handymax-v2-Opt,12,10.5,105,3092.76,2787.36,431041
FR35-2-Handymax-v2-Opt,12,10.5,110,3077.65,2789.96,431042
FR35-2-Handymax-v2-Opt,12,10.5,115,3063.68,2797.69,431043
FR35-2-Handymax-v2-Opt,12,10.5,120,3051.11,2809.99,431044
FR35-2-Handymax-v2-Opt,12,10.5,125,3040.09,2826.1,431045
FR35-2-Handymax-v2-Opt,12,10.5,130,3030.66,2845.1,431046
FR35-2-Handymax-v2-Opt,12,10.5,135,3022.78,2866,431047
FR35-2-Handymax-v2-Opt,12,10.5,140,3016.33,2887.78,431048
FR35-2-Handymax-v2-Opt,12,15.5,30,3501.36,3364.66,431396
FR35-2-Handymax-v2-Opt,12,15.5,35,3476.35,3288.61,431397
FR35-2-Handymax-v2-Opt,12,15.5,40,3448.98,3201.99,431398
FR35-2-Handymax-v2-Opt,12,15.5,45,3420.52,3108.72,431399
FR35-2-Handymax-v2-Opt,12,15.5,50,3392.38,3013.41,431400
FR35-2-Handymax-v2-Opt,12,15.5,55,3366.09,2920.06,431401
FR35-2-Handymax-v2-Opt,12,15.5,60,3341.57,2831.34,431402
FR35-2-Handymax-v2-Opt,12,15.5,65,3317.31,2748.8,431403
FR35-2-Handymax-v2-Opt,12,15.5,70,3292.03,2673.82,431404
FR35-2-Handymax-v2-Opt,12,15.5,75,3264.71,2607.6,431405
FR35-2-Handymax-v2-Opt,12,15.5,80,3234.63,2551.13,431406
FR35-2-Handymax-v2-Opt,12,15.5,85,3202.3,2505.82,431407
FR35-2-Handymax-v2-Opt,12,15.5,90,3169.55,2473.66,431408
FR35-2-Handymax-v2-Opt,12,15.5,95,3138.08,2456.05,431409
FR35-2-Handymax-v2-Opt,12,15.5,100,3109.26,2453.72,431410
FR35-2-Handymax-v2-Opt,12,15.5,105,3084.14,2466.68,431411
FR35-2-Handymax-v2-Opt,12,15.5,110,3062.93,2493.11,431412
FR35-2-Handymax-v2-Opt,12,15.5,115,3045.27,2530.07,431413
FR35-2-Handymax-v2-Opt,12,15.5,120,3030.8,2574.69,431414
FR35-2-Handymax-v2-Opt,12,15.5,125,3019.15,2624.28,431415
FR35-2-Handymax-v2-Opt,12,15.5,130,3010,2676.33,431416
FR35-2-Handymax-v2-Opt,12,15.5,135,3003.04,2728.61,431417
FR35-2-Handymax-v2-Opt,12,15.5,140,2998,2779.12,431418
FR35-2-Handymax-v2-Opt,12,15.5,145,2994.58,2826.15,431419
FR35-2-Handymax-v2-Opt,12,15.5,150,2992.45,2868.34,431420
FR35-2-Handymax-v2-Opt,12,15.5,155,2991.28,2904.6,431421
FR35-2-Handymax-v2-Opt,12,15.5,160,2990.76,2934.09,431422
FR35-2-Handymax-v2-Opt,12,15.5,165,2990.52,2956.16,431423
FR35-2-Handymax-v2-Opt,12,15.5,170,2990.29,2970.31,431424
FR35-2-Handymax-v2-Opt,12,15.5,175,2988.92,2976.47,431425
FR35-2-Handymax-v2-Opt,12,15.5,180,2987.24,2977.28,431426
FR35-2-Handymax-v2-Opt,12,16,0,3551.1,3551.1,431427
FR35-2-Handymax-v2-Opt,12,16,5,3566.88,3566.88,431428
FR35-2-Handymax-v2-Opt,12,16,10,3572.71,3572.71,431429
FR35-2-Handymax-v2-Opt,12,16,15,3569.62,3547.07,431430
FR35-2-Handymax-v2-Opt,12,16,20,3558.79,3500.17,431431
FR35-2-Handymax-v2-Opt,12,16,25,3541.49,3442.65,431432
FR35-2-Handymax-v2-Opt,12,16,30,3519.03,3373.7,431433
FR35-2-Handymax-v2-Opt,12,16,35,3492.82,3292.81,431434
FR35-2-Handymax-v2-Opt,12,16,40,3464.23,3200.76,431435
FR35-2-Handymax-v2-Opt,12,16,45,3434.65,3101.98,431436
FR35-2-Handymax-v2-Opt,12,16,50,3405.66,3001.34,431437
FR35-2-Handymax-v2-Opt,12,16,55,3378.79,2902.96,431438
FR35-2-Handymax-v2-Opt,12,16,60,3353.57,2809.42,431439
FR35-2-Handymax-v2-Opt,12,16,65,3328.36,2722.33,431440
FR35-2-Handymax-v2-Opt,12,16,70,3301.76,2643.18,431441
FR35-2-Handymax-v2-Opt,12,16,75,3272.69,2573.26,431442
FR35-2-Handymax-v2-Opt,12,16,80,3240.47,2513.65,431443
FR35-2-Handymax-v2-Opt,12,16,85,3206.09,2466.25,431444
FR35-2-Handymax-v2-Opt,12,16,90,3171.6,2433.21,431445
FR35-2-Handymax-v2-Opt,12,16,95,3138.76,2416.01,431446
FR35-2-Handymax-v2-Opt,12,16,100,3109.05,2415.46,431447
FR35-2-Handymax-v2-Opt,12,16,105,3083.45,2431.29,431448
FR35-2-Handymax-v2-Opt,12,16,110,3061.88,2461,431449
FR35-2-Handymax-v2-Opt,12,16,115,3043.98,2501.45,431450
FR35-2-Handymax-v2-Opt,12,16,120,3029.33,2549.64,431451
FR35-2-Handymax-v2-Opt,12,16,125,3017.58,2602.74,431452
FR35-2-Handymax-v2-Opt,12,16,130,3008.39,2658.14,431453
FR35-2-Handymax-v2-Opt,12,16,135,3001.46,2713.5,431454
FR35-2-Handymax-v2-Opt,12,16,140,2996.49,2766.74,431455
FR35-2-Handymax-v2-Opt,12,16,145,2993.14,2816.11,431456
FR35-2-Handymax-v2-Opt,12,16,150,2991.08,2860.23,431457
FR35-2-Handymax-v2-Opt,12,16,155,2989.94,2897.97,431458
FR35-2-Handymax-v2-Opt,12,16,160,2989.37,2928.46,431459
FR35-2-Handymax-v2-Opt,12,16,165,2989.01,2951.01,431460
FR35-2-Handymax-v2-Opt,12,16,170,2988.56,2965.12,431461
FR35-2-Handymax-v2-Opt,12,16,175,2986.56,2970.93,431462
FR35-2-Handymax-v2-Opt,12,16,180,2984.63,2971.62,431463
FR35-2-Handymax-v2-Opt,12,16.5,0,3571.11,3571.11,431464
FR35-2-Handymax-v2-Opt,12,16.5,5,3587.64,3587.64,431465
FR35-2-Handymax-v2-Opt,12,16.5,10,3593.67,3593.67,431466
FR35-2-Handymax-v2-Opt,12,16.5,15,3590.32,3566.22,431467
FR35-2-Handymax-v2-Opt,12,16.5,20,3578.84,3516.71,431468
FR35-2-Handymax-v2-Opt,12,16.5,25,3560.59,3455.88,431469
FR35-2-Handymax-v2-Opt,12,16.5,30,3537.01,3382.81,431470
FR35-2-Handymax-v2-Opt,12,16.5,35,3509.57,3296.92,431471
FR35-2-Handymax-v2-Opt,12,16.5,40,3479.76,3199.32,431472
FR35-2-Handymax-v2-Opt,12,16.5,45,3449.07,3094.92,431473
FR35-2-Handymax-v2-Opt,12,16.5,50,3419.25,2988.85,431474
FR35-2-Handymax-v2-Opt,12,16.5,55,3391.81,2885.31,431475
FR35-2-Handymax-v2-Opt,12,16.5,60,3365.86,2786.79,431476
FR35-2-Handymax-v2-Opt,12,16.5,65,3339.62,2695.01,431477
FR35-2-Handymax-v2-Opt,12,16.5,70,3311.61,2611.54,431478
FR35-2-Handymax-v2-Opt,12,16.5,75,3280.66,2537.78,431479
FR35-2-Handymax-v2-Opt,12,16.5,80,3246.22,2474.99,431480
FR35-2-Handymax-v2-Opt,12,16.5,85,3209.8,2425.53,431481
FR35-2-Handymax-v2-Opt,12,16.5,90,3173.59,2391.71,431482
FR35-2-Handymax-v2-Opt,12,16.5,95,3139.46,2375.11,431483
FR35-2-Handymax-v2-Opt,12,16.5,100,3108.94,2376.57,431484
FR35-2-Handymax-v2-Opt,12,16.5,105,3082.85,2395.34,431485
FR35-2-Handymax-v2-Opt,12,16.5,110,3060.91,2428.34,431486
FR35-2-Handymax-v2-Opt,12,16.5,115,3042.73,2472.31,431487
FR35-2-Handymax-v2-Opt,12,16.5,120,3027.9,2524.08,431488
FR35-2-Handymax-v2-Opt,12,16.5,125,3016.02,2580.68,431489
FR35-2-Handymax-v2-Opt,12,16.5,130,3006.79,2639.42,431490
FR35-2-Handymax-v2-Opt,12,16.5,135,2999.87,2697.85,431491
FR35-2-Handymax-v2-Opt,12,16.5,140,2994.94,2753.79,431492
FR35-2-Handymax-v2-Opt,12,16.5,145,2991.65,2805.49,431493
FR35-2-Handymax-v2-Opt,12,16.5,150,2989.61,2851.52,431494
FR35-2-Handymax-v2-Opt,12,16.5,155,2988.46,2890.71,431495
FR35-2-Handymax-v2-Opt,12,16.5,160,2987.8,2922.16,431496
FR35-2-Handymax-v2-Opt,12,16.5,165,2987.29,2945.14,431497
FR35-2-Handymax-v2-Opt,12,16.5,170,2986.53,2959.16,431498
FR35-2-Handymax-v2-Opt,12,16.5,175,2983.85,2964.63,431499
FR35-2-Handymax-v2-Opt,12,16.5,180,2981.67,2965.21,431500
FR35-2-Handymax-v2-Opt,12,17,0,3591.48,3591.48,431501
FR35-2-Handymax-v2-Opt,12,17,5,3608.77,3608.77,431502
FR35-2-Handymax-v2-Opt,12,17,10,3615,3615,431503
FR35-2-Handymax-v2-Opt,12,17,15,3611.37,3585.72,431504
FR35-2-Handymax-v2-Opt,12,17,20,3599.23,3533.54,431505
FR35-2-Handymax-v2-Opt,12,17,25,3580.03,3469.31,431506
FR35-2-Handymax-v2-Opt,12,17,30,3555.29,3392,431507
FR35-2-Handymax-v2-Opt,12,17,35,3526.61,3300.96,431508
FR35-2-Handymax-v2-Opt,12,17,40,3495.57,3197.67,431509
FR35-2-Handymax-v2-Opt,12,17,45,3463.79,3087.56,431510
FR35-2-Handymax-v2-Opt,12,17,50,3433.17,2975.95,431511
FR35-2-Handymax-v2-Opt,12,17,55,3405.14,2867.11,431512
FR35-2-Handymax-v2-Opt,12,17,60,3378.42,2763.46,431513
FR35-2-Handymax-v2-Opt,12,17,65,3351.08,2666.82,431514
FR35-2-Handymax-v2-Opt,12,17,70,3321.55,2578.9,431515
FR35-2-Handymax-v2-Opt,12,17,75,3288.6,2501.16,431516
FR35-2-Handymax-v2-Opt,12,17,80,3251.9,2435.16,431517
FR35-2-Handymax-v2-Opt,12,17,85,3213.45,2383.69,431518
FR35-2-Handymax-v2-Opt,12,17,90,3175.55,2349.2,431519
FR35-2-Handymax-v2-Opt,12,17,95,3140.18,2333.38,431520
FR35-2-Handymax-v2-Opt,12,17,100,3108.92,2337.06,431521
FR35-2-Handymax-v2-Opt,12,17,105,3082.32,2358.78,431522
FR35-2-Handymax-v2-Opt,12,17,110,3060,2395.11,431523
FR35-2-Handymax-v2-Opt,12,17,115,3041.53,2442.6,431524
FR35-2-Handymax-v2-Opt,12,17,120,3026.49,2497.95,431525
FR35-2-Handymax-v2-Opt,12,17,125,3014.48,2558.08,431526
FR35-2-Handymax-v2-Opt,12,17,130,3005.18,2620.15,431527
FR35-2-Handymax-v2-Opt,12,17,135,2998.25,2681.62,431528
FR35-2-Handymax-v2-Opt,12,17,140,2993.35,2740.26,431529
FR35-2-Handymax-v2-Opt,12,17,145,2990.08,2794.28,431530
FR35-2-Handymax-v2-Opt,12,17,150,2988.04,2842.2,431531
FR35-2-Handymax-v2-Opt,12,17,155,2986.83,2882.82,431532
FR35-2-Handymax-v2-Opt,12,17,160,2986.03,2915.18,431533
FR35-2-Handymax-v2-Opt,12,17,165,2985.34,2938.54,431534
FR35-2-Handymax-v2-Opt,12,17,170,2984.16,2952.43,431535
FR35-2-Handymax-v2-Opt,12,17,175,2980.78,2957.57,431536
FR35-2-Handymax-v2-Opt,12,17,180,2978.36,2958.04,431537
FR35-2-Handymax-v2-Opt,12,17.5,0,3612.19,3612.19,431538
FR35-2-Handymax-v2-Opt,12,17.5,5,3630.26,3630.26,431539
FR35-2-Handymax-v2-Opt,12,17.5,10,3636.7,3636.7,431540
FR35-2-Handymax-v2-Opt,12,17.5,15,3632.78,3605.58,431541
FR35-2-Handymax-v2-Opt,12,17.5,20,3619.97,3550.67,431542
FR35-2-Handymax-v2-Opt,12,17.5,25,3599.79,3482.94,431543
FR35-2-Handymax-v2-Opt,12,17.5,30,3573.88,3401.26,431544
FR35-2-Handymax-v2-Opt,12,17.5,35,3543.94,3304.92,431545
FR35-2-Handymax-v2-Opt,12,17.5,40,3511.66,3195.84,431546
FR35-2-Handymax-v2-Opt,12,17.5,45,3478.79,3079.91,431547
FR35-2-Handymax-v2-Opt,12,17.5,50,3447.42,2962.66,431548
FR35-2-Handymax-v2-Opt,12,17.5,55,3418.79,2848.36,431549
FR35-2-Handymax-v2-Opt,12,17.5,60,3391.24,2739.42,431550
FR35-2-Handymax-v2-Opt,12,17.5,65,3362.73,2637.78,431551
FR35-2-Handymax-v2-Opt,12,17.5,70,3331.59,2545.26,431552
FR35-2-Handymax-v2-Opt,12,17.5,75,3296.5,2463.4,431553
FR35-2-Handymax-v2-Opt,12,17.5,80,3257.53,2394.18,431554
FR35-2-Handymax-v2-Opt,12,17.5,85,3217.05,2340.75,431555
FR35-2-Handymax-v2-Opt,12,17.5,90,3177.5,2305.71,431556
FR35-2-Handymax-v2-Opt,12,17.5,95,3140.95,2290.85,431557
FR35-2-Handymax-v2-Opt,12,17.5,100,3108.99,2296.89,431558
FR35-2-Handymax-v2-Opt,12,17.5,105,3081.87,2321.59,431559
FR35-2-Handymax-v2-Opt,12,17.5,110,3059.15,2361.26,431560
FR35-2-Handymax-v2-Opt,12,17.5,115,3040.37,2412.29,431561
FR35-2-Handymax-v2-Opt,12,17.5,120,3025.09,2471.24,431562
FR35-2-Handymax-v2-Opt,12,17.5,125,3012.93,2534.89,431563
FR35-2-Handymax-v2-Opt,12,17.5,130,3003.55,2600.3,431564
FR35-2-Handymax-v2-Opt,12,17.5,135,2996.61,2664.8,431565
FR35-2-Handymax-v2-Opt,12,17.5,140,2991.71,2726.14,431566
FR35-2-Handymax-v2-Opt,12,17.5,145,2988.43,2782.47,431567
FR35-2-Handymax-v2-Opt,12,17.5,150,2986.35,2832.27,431568
FR35-2-Handymax-v2-Opt,12,17.5,155,2985.03,2874.29,431569
FR35-2-Handymax-v2-Opt,12,17.5,160,2984.05,2907.52,431570
FR35-2-Handymax-v2-Opt,12,17.5,165,2983.17,2931.19,431571
FR35-2-Handymax-v2-Opt,12,17.5,170,2981.46,2944.93,431572
FR35-2-Handymax-v2-Opt,12,17.5,175,2977.38,2949.76,431573
FR35-2-Handymax-v2-Opt,12,17.5,180,2974.7,2950.12,431574
FR35-2-Handymax-v2-Opt,12,18,0,3633.27,3633.27,431575
FR35-2-Handymax-v2-Opt,12,18,5,3652.13,3652.13,431576
FR35-2-Handymax-v2-Opt,12,18,10,3658.77,3658.77,431577
FR35-2-Handymax-v2-Opt,12,18,15,3654.56,3625.81,431578
FR35-2-Handymax-v2-Opt,12,18,20,3641.05,3568.09,431579
FR35-2-Handymax-v2-Opt,12,18,25,3619.87,3496.77,431580
FR35-2-Handymax-v2-Opt,12,18,30,3592.78,3410.6,431581
FR35-2-Handymax-v2-Opt,12,18,35,3561.55,3308.83,431582
FR35-2-Handymax-v2-Opt,12,18,40,3528.03,3193.84,431583
FR35-2-Handymax-v2-Opt,12,18,45,3494.1,3071.98,431584
FR35-2-Handymax-v2-Opt,12,18,50,3462.01,2948.97,431585
FR35-2-Handymax-v2-Opt,12,18,55,3432.75,2829.07,431586
FR35-2-Handymax-v2-Opt,12,18,60,3404.32,2714.68,431587
FR35-2-Handymax-v2-Opt,12,18,65,3374.56,2607.88,431588
FR35-2-Handymax-v2-Opt,12,18,70,3341.7,2510.61,431589
FR35-2-Handymax-v2-Opt,12,18,75,3304.37,2424.52,431590
FR35-2-Handymax-v2-Opt,12,18,80,3263.11,2352.08,431591
FR35-2-Handymax-v2-Opt,12,18,85,3220.62,2296.74,431592
FR35-2-Handymax-v2-Opt,12,18,90,3179.45,2261.26,431593
FR35-2-Handymax-v2-Opt,12,18,95,3141.78,2247.55,431594
FR35-2-Handymax-v2-Opt,12,18,100,3109.14,2256.04,431595
FR35-2-Handymax-v2-Opt,12,18,105,3081.48,2283.73,431596
FR35-2-Handymax-v2-Opt,12,18,110,3058.33,2326.76,431597
FR35-2-Handymax-v2-Opt,12,18,115,3039.22,2381.35,431598
FR35-2-Handymax-v2-Opt,12,18,120,3023.69,2443.91,431599
FR35-2-Handymax-v2-Opt,12,18,125,3011.37,2511.09,431600
FR35-2-Handymax-v2-Opt,12,18,130,3001.91,2579.83,431601
FR35-2-Handymax-v2-Opt,12,18,135,2994.92,2647.37,431602
FR35-2-Handymax-v2-Opt,12,18,140,2990,2711.4,431603
